vehicleid;stocktype;licenseplate;chassisnumber;registrationdate;makename;modelname;description;segment;segmento_mercato;segment_description;wltp_co2emission;fuel;alimentazione;alimentazione_fuel_code;transmission;external_color;internal_color;optional;prezzo_accessori;location;location_address;estimateddeliverydate;arrivaldate;comments;rating;showcasecode;showcase;catalogcode;catalog;data_listino;prezzo_listino;catalogfrom;datascadenzaopzione;stato_opzione1;stato_opzione2;neopatentati
40806780;Stock New;;;;AUDI;A6 AVANT;AUDI A6 AVANT e-hybrid quat 220kW S tron S line Edit SW 5-door (Euro 6E) ;MWP;E;Higher Middle - Station Wagon - Premium;65;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT7;Grigio Daytona perla;Tessuto Passage nero (sedili normali o sportivi);Colore carrozzeria perlato;1069,83;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";25/06/2026;;;;403240;Stock Open;26AFN5A1Y WK4;Ad hoc;04/12/2025;67285,04;04/12/2025;; ; ;NO
40817287;Stock New;;;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;BBG;A;;119;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";29/06/2026;;;;403240;Stock Open;26A302.H14.0;Active;21/11/2025;16639,34;21/11/2025;; ; ;SI
40817295;Stock New;;;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;BBG;A;;119;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";29/06/2026;;;;403240;Stock Open;26A302.H14.0;Active;21/11/2025;16639,34;21/11/2025;; ; ;SI
40817302;Stock New;;;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;BBG;A;;119;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";29/06/2026;;;;403240;Stock Open;26A302.H14.0;Active;21/11/2025;16639,34;21/11/2025;; ; ;SI
40817305;Stock New;;;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;BBG;A;;119;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;655,74;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";29/06/2026;;;;403240;Stock Open;26A302.H14.0;Active;21/11/2025;16639,34;21/11/2025;; ; ;SI
40817308;Stock New;;;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Junior Sport utility vehicle 5-door (Euro 6E) ;CSP;B-Suv;Small - Suv/Cross Over - Premium;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Arese metallizzato;Tessuto ICONA nero e blu;Vernice metallizzata Grigio Arese;860,66;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";06/07/2026;;;;403240;Stock Open;26A626.E23.1.000;Active;01/03/2026;24385,25;01/03/2026;03/04/2026;OPZIONATO; ;SI
40817318;Stock New;;;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Junior Sport utility vehicle 5-door (Euro 6E) ;CSP;B-Suv;Small - Suv/Cross Over - Premium;109;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Arese metallizzato;Tessuto ICONA nero e blu;Vernice metallizzata Grigio Arese;860,66;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";06/07/2026;;;;403240;Stock Open;26A626.E23.1.000;Active;01/03/2026;24385,25;01/03/2026;; ; ;SI
40817395;Stock New;;;;TOYOTA;COROLLA;TOYOTA COROLLA TS 2.0 Hybrid Active MY24 SW 5-door (Euro 6D) ;DWG;C;Compact - Station Wagon - Generic;104;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Black Met;Tessuto Nero;Tech Pack,Vernice metallizzata;1885,25;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";26/01/2027;;;;403240;Stock Open;24ACTS20AU-ACT4;Ad hoc;23/01/2025;29836,07;23/01/2025;; ; ;NO
40817396;Stock New;;;;TOYOTA;COROLLA;TOYOTA COROLLA TS 2.0 Hybrid Active MY24 SW 5-door (Euro 6D) ;DWG;C;Compact - Station Wagon - Generic;104;Unleaded - Electric;Ibrido;Petrol Full Hybrid;AUT;Dark Blue Mica;Tessuto Nero;Tech Pack,Vernice metallizzata;1885,25;TOYOTA MOTOR ITALIA SPA : Roma (RM);"Via Kiiciro Toyoda 2
00142 Roma
RM Italy";26/01/2027;;;;403240;Stock Open;24ACTS20AU-ACT4;Ad hoc;23/01/2025;29836,07;23/01/2025;; ; ;NO
40817414;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";28/05/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;30/03/2026;OPZIONATO; ;SI
40817453;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";05/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;03/04/2026;OPZIONATO; ;SI
40817518;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";05/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817520;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817532;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817536;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40792670;Stock New;;WF0EXXTTRETY24600;;FORD;TRANSIT;FORD TRANSIT 350 L3H2 Trend 2.0 Eco 130 cv Furgone 4-door (Euro 6E) ;T;Utility C;Van Large;318;Diesel;Combustione;Diesel;MAN6;Frozen White pastello;Tessuto Trend;Illuminazione LED vano di carico,Paratia completa in acciaio,Porte posteriori apertura 270°,Rigenerazione manuale FAP (SVO A660),Rivestimento protettivo vano di carico,Ruota di scorta,Specchietti retrovisori esterni elettrici, riscaldati e ripiegabili elettricamente braccio corto;1850;FIOLETTI SPA : Concesio (BS);"Via Europa 164
25062 Concesio
BS Italy";25/04/2026;27/02/2026;;;403240;Stock Open;25BR1KL;Ad hoc;01/07/2025;42100;01/07/2025;30/03/2026;OPZIONATO;OPZIONATO;ND
40792812;Stock New;;;;FORD;TRANSIT ALLESTITO;FORD TRANSIT ALLESTITO 350 L3 Trend 2.0 Eco 130Cv SCAT Cassone a sponde abbattibili 2-door (Euro 6E) ;T;Utility C Allestito;Van Large;;Diesel;Combustione;Diesel;MAN6;Frozen White pastello;Tessuto Trend;Paraspruzzi anteriori,Rigenerazione manuale FAP (SVO A660),Ruota di scorta,Seat Pack 8A,Specchietti retrovisori esterni elettrici, riscaldati e ripiegabili elettricamente braccio corto;850;FIOLETTI SPA : Concesio (BS);"Via Europa 164
25062 Concesio
BS Italy";25/05/2026;;;;403240;Stock Open;26AR4KL+4CGL;Ad hoc;15/12/2025;46250;15/12/2025;; ; ;ND
40793640;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;30/03/2026;OPZIONATO; ;SI
40793644;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;02/04/2026;OPZIONATO; ;SI
40793651;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";08/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;; ; ;SI
40793656;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";15/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;; ; ;SI
40793681;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla Black metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";01/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;; ; ;SI
40793685;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla Black metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";01/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;; ; ;SI
40793694;Stock New;;;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico You Sport utility vehicle 5-door (Euro 6E) ;FSG;C-Suv;Middle - Suv/Cross Over - Generic;126;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Okénite White metallizzato;Ambiente Urban - tessuto grigio e nero;Kit riparazione pneumatici,Vernice metallizzata;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";15/06/2026;;4VANTAGE;;403240;Stock Open;25A1CRESYHJH7L0A010;Ad hoc;09/01/2026;27040,98;09/01/2026;; ; ;SI
40794041;Stock New;;;;PEUGEOT;3008;PEUGEOT 3008 Hybrid 145 Allure e-DCS 6 Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;;121;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Artense metallizzato;Tessuto in rilievo CRISPY/TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit riparazione pneumatici,Tinte metallizzate;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";08/06/2026;;4VANTAGE;;403240;Stock Open;26A1PPDSYRJH7L0A0D0;Ad hoc;29/12/2025;32721,31;29/12/2025;; ; ;SI
40794058;Stock New;;;;PEUGEOT;3008;PEUGEOT 3008 Hybrid 145 Allure e-DCS 6 Sport utility vehicle 5-door (Euro 6E) ;DSG;C-Suv;;121;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Artense metallizzato;Tessuto in rilievo CRISPY/TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit riparazione pneumatici,Tinte metallizzate;795,08;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";15/06/2026;;4VANTAGE;;403240;Stock Open;26A1PPDSYRJH7L0A0D0;Ad hoc;29/12/2025;32721,31;29/12/2025;03/04/2026;OPZIONATO; ;SI
40806791;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK e-hybrid quattro 220kW S tronic Bus. Adv Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;;57;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT7;Nero Mythos metallizzato;Pelle/similpelle nero (sedili normali);Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";25/08/2026;;;;403240;Stock Open;26AGUNA1Y WK1;Active;12/03/2026;61325,17;12/03/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806804;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK e-hybrid quattro 220kW S tronic Bus. Adv Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;;73;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT7;Grigio Tambora metallizzato;Pelle/similpelle nero (sedili normali);Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";25/08/2026;;;;403240;Stock Open;26AGUNA1Y WK1;Active;12/03/2026;61325,17;12/03/2026;30/03/2026;OPZIONATO;OPZIONATO;NO
40806810;Stock New;;;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK e-hybrid quattro 220kW S tronic Bus. Adv Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;;57;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT7;Bianco Ghiaccio metallizzato;Pelle/similpelle nero (sedili normali);Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1438,68;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";25/08/2026;;;;403240;Stock Open;26AGUNA1Y WK1;Active;12/03/2026;61325,17;12/03/2026;03/04/2026;OPZIONATO; ;NO
40806893;Stock New;;;;AUDI;Q5;AUDI Q5 e-hybrid quattro 220kW S tronic Business Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;;56;Unleaded - Electric;Ibrido Plug-in;Petrol Plug-In;AUT7;Bianco Ghiaccio metallizzato;Pelle/similpelle nero (sedili normali);Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1679,66;FRATELLI GIACOMEL SPA : Assago (MI);"Via Giuseppe Verdi 4
20090 Assago
MI Italy";23/10/2026;;;;403240;Stock Open;26AGUBA1Y;Active;12/03/2026;55997,3;12/03/2026;30/03/2026;OPZIONATO; ;NO
40807031;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic Business Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;156;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora;1228,84;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY;Active;04/12/2025;54521,89;04/12/2025;; ; ;NO
40807039;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic Business Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;156;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora;1228,84;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY;Active;04/12/2025;54521,89;04/12/2025;; ; ;NO
40807077;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic Business Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;156;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Nero Mythos metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato;1228,84;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY;Active;04/12/2025;54521,89;04/12/2025;; ; ;NO
40807103;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic Business Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;156;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Bianco Ghiaccio metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato;1228,84;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY;Active;04/12/2025;54521,89;04/12/2025;; ; ;NO
40807112;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;161;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1679,66;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY WK4;Active;04/12/2025;61284,19;04/12/2025;; ; ;NO
40807117;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;161;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1679,66;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY WK4;Active;04/12/2025;61284,19;04/12/2025;; ; ;NO
40807128;Stock New;;;;AUDI;Q5;AUDI Q5 TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;161;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;1679,66;BONALDI MOTORI SPA : Bergamo (BG);"Via Quinto Alpini 8
24100 Bergamo
BG Italy";25/07/2026;;;;403240;Stock Open;26AGUBAUY WK4;Active;04/12/2025;61284,19;04/12/2025;; ; ;NO
40817547;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;01/04/2026;OPZIONATO; ;SI
40817550;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817561;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";28/05/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817562;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";28/05/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817563;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40817602;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";21/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
